VICTIM AGE,EDUCATION LEVEL,SOCIAL MEDIA PLATFORM,LOCATION (STATE),INCIDENT YEAR,TYPE OF HARASSMENT,DURATION (MONTHS),ACTION TAKEN,OUTCOME/RESULTS
20,High School,Facebook,Perak,2020,Comments about physical appearance,12,Reported to platform,User banned
25,Bachelor's Degree,Bumble,Kelantan,2018,Sexting,1,Ignored,still continues
30,Secondary School,Tinder,Kedah,2022,discussing their own sex life,3,Blocked user,still continues
41,Diploma,Tinder,Sarawak,2018,Be mindful of sharing personal information,4,Ignored,still continues
26,No Formal Education,TikTok,Kelantan,2021,Spreading sexual rumours,9,Ignored,No action
43,Secondary School,Facebook,Pahang,2020,Sexting,9,Reported to authorities,No action
35,No Formal Education,Twitter,Negeri Sembilan,2020,Sexting,9,Reported to platform,User banned
28,Secondary School,Bumble,Kuala Lumpur,2018,Making sexual jokes,10,Reported to authorities,User banned
30,High School,WhatsApp,Sabah,2019,Sexual photos,6,Blocked user,No action
39,Secondary School,TikTok,Terengganu,2020,Sexting,6,Reported to authorities,No action
34,Bachelor's Degree,Twitter,Kedah,2018,Indecent exposure,11,Ignored,User banned
29,High School,TikTok,Pahang,2021,Making sexual jokes,7,Reported to authorities,No action
24,Diploma,Twitter,Perak,2019,Be mindful of sharing personal information,12,Ignored,still continues
18,Diploma,Instagram,Melaka,2020,Indecent exposure,7,Reported to platform,still continues
40,Diploma,Twitter,Kuala Lumpur,2020,discussing their own sex life,11,Reported to platform,User banned
20,No Formal Education,Facebook,Negeri Sembilan,2022,Threat,5,Reported to authorities,still continues
27,High School,WhatsApp,Terengganu,2018,Indecent exposure,11,Blocked user,still continues
37,Bachelor's Degree,WhatsApp,Pahang,2021,Threat,4,Reported to authorities,No action
19,Diploma,Bumble,Johor,2020,Be mindful of sharing personal information,1,Reported to platform,still continues
44,No Formal Education,WhatsApp,Negeri Sembilan,2019,Sexting,3,Reported to platform,No action
40,Bachelor's Degree,TikTok,Kedah,2020,Spreading sexual rumours,10,Reported to authorities,No action
41,High School,Facebook,Negeri Sembilan,2022,Sharing explicit images without consent,2,Reported to authorities,still continues
34,Bachelor's Degree,Bumble,Selangor,2021,Be mindful of sharing personal information,2,Reported to platform,User banned
42,Secondary School,Facebook,Sarawak,2021,Stalking,1,Reported to platform,still continues
41,Secondary School,Tinder,Perlis,2021,Indecent exposure,6,Reported to platform,Warning issued
37,Diploma,WhatsApp,Negeri Sembilan,2018,Indecent exposure,12,Ignored,User banned
24,Secondary School,Twitter,Selangor,2021,Sexting,2,Ignored,User banned
29,Diploma,Other,Melaka,2022,Unwanted flirting,6,Ignored,User banned
23,Certification course,Instagram,Kuala Lumpur,2019,discussing their own sex life,9,Ignored,still continues
43,No Formal Education,TikTok,Selangor,2018,Sharing explicit images without consent,3,Reported to platform,still continues
30,Secondary School,Tinder,Sarawak,2019,Stalking,10,Ignored,User banned
18,High School,Other,Terengganu,2022,Sexting,9,Reported to platform,still continues
25,No Formal Education,WhatsApp,Terengganu,2021,Offensive name-calling,10,Reported to platform,Warning issued
19,Secondary School,TikTok,Kelantan,2020,Sexual photos,5,Reported to platform,User banned
39,No Formal Education,Bumble,Kedah,2018,Sharing explicit images without consent,8,Ignored,Warning issued
40,High School,Twitter,Kedah,2019,discussing their own sex life,2,Blocked user,No action
44,High School,Instagram,Kuala Lumpur,2020,Stalking,11,Reported to authorities,User banned
27,High School,WhatsApp,Pahang,2019,Sharing explicit images without consent,9,Ignored,User banned
40,Diploma,Bumble,Negeri Sembilan,2021,Requests for sex,2,Ignored,still continues
34,Diploma,Facebook,Sabah,2020,Sexual photos,5,Reported to authorities,User banned
26,Secondary School,Twitter,Kuala Lumpur,2018,Be mindful of sharing personal information,7,Reported to authorities,Warning issued
36,Diploma,Other,Sabah,2020,Sharing explicit images without consent,1,Reported to platform,Warning issued
30,Diploma,TikTok,Kedah,2022,Comments about physical appearance,5,Blocked user,still continues
26,High School,Other,Kuala Lumpur,2018,Indecent exposure,4,Reported to platform,Warning issued
36,No Formal Education,Tinder,Sarawak,2019,Making sexual jokes,11,Ignored,No action
32,High School,TikTok,Selangor,2019,Spreading sexual rumours,8,Reported to authorities,Warning issued
34,Bachelor's Degree,Twitter,Selangor,2018,Sexting,5,Blocked user,Warning issued
25,No Formal Education,Bumble,Negeri Sembilan,2018,Threat,11,Blocked user,No action
30,Bachelor's Degree,TikTok,Kedah,2022,Threat,11,Reported to authorities,Warning issued
40,Certification course,Facebook,Melaka,2020,Offensive name-calling,12,Blocked user,User banned
43,Secondary School,Twitter,Kelantan,2021,Threat,11,Blocked user,Warning issued
24,No Formal Education,Instagram,Terengganu,2021,discussing their own sex life,4,Reported to authorities,Warning issued
20,No Formal Education,WhatsApp,Terengganu,2020,Making sexual jokes,5,Reported to authorities,Warning issued
45,Diploma,Other,Selangor,2020,Sexting,6,Reported to authorities,Warning issued
44,High School,Bumble,Kuala Lumpur,2018,Comments about physical appearance,6,Blocked user,still continues
37,No Formal Education,TikTok,Negeri Sembilan,2022,Indecent exposure,3,Reported to platform,still continues
28,High School,Instagram,Pahang,2019,Sharing explicit images without consent,10,Blocked user,User banned
44,High School,Instagram,Selangor,2021,Requests for sex,5,Reported to authorities,still continues
36,High School,Twitter,Terengganu,2020,Sexual photos,8,Ignored,still continues
41,High School,TikTok,Terengganu,2021,Sharing explicit images without consent,1,Reported to authorities,No action
36,Certification course,TikTok,Kuala Lumpur,2019,Offensive name-calling,4,Reported to platform,still continues
28,Diploma,Other,Melaka,2018,Comments about physical appearance,1,Blocked user,No action
43,Secondary School,WhatsApp,Perak,2020,Indecent exposure,3,Reported to authorities,User banned
19,Bachelor's Degree,Twitter,Melaka,2021,Comments about physical appearance,1,Reported to authorities,No action
41,No Formal Education,Twitter,Kedah,2022,Making sexual jokes,4,Reported to authorities,User banned
29,High School,Facebook,Pahang,2020,Sexting,10,Reported to authorities,No action
29,Diploma,Other,Johor,2020,Making sexual jokes,7,Reported to authorities,Warning issued
30,Bachelor's Degree,Tinder,Sarawak,2019,Sexting,7,Blocked user,User banned
37,Diploma,Instagram,Perak,2019,Sharing explicit images without consent,5,Reported to authorities,still continues
30,Bachelor's Degree,Tinder,Sabah,2019,Comments about physical appearance,3,Reported to authorities,User banned
35,Bachelor's Degree,Bumble,Kedah,2022,Threat,9,Reported to authorities,No action
25,Diploma,WhatsApp,Terengganu,2020,Making sexual jokes,12,Blocked user,User banned
41,Certification course,TikTok,Johor,2022,Unwanted flirting,5,Reported to platform,still continues
29,Diploma,Facebook,Kelantan,2018,Sexual photos,9,Ignored,Warning issued
30,Certification course,Tinder,Kedah,2018,Sexual photos,12,Reported to authorities,No action
32,No Formal Education,Twitter,Penang,2020,Threat,12,Reported to authorities,still continues
26,Bachelor's Degree,Instagram,Selangor,2019,discussing their own sex life,5,Reported to authorities,Warning issued
21,Secondary School,Other,Penang,2019,Stalking,3,Ignored,Warning issued
33,Bachelor's Degree,Bumble,Pahang,2019,Offensive name-calling,6,Blocked user,Warning issued
31,Diploma,Instagram,Terengganu,2018,Comments about physical appearance,1,Reported to platform,Warning issued
20,Secondary School,TikTok,Pahang,2022,Unwanted flirting,10,Reported to authorities,still continues
41,High School,Twitter,Kelantan,2021,Sharing explicit images without consent,12,Reported to platform,still continues
33,Certification course,Twitter,Sarawak,2021,Making sexual jokes,11,Reported to platform,still continues
41,Bachelor's Degree,WhatsApp,Sabah,2020,Spreading sexual rumours,5,Reported to authorities,Warning issued
33,No Formal Education,Instagram,Terengganu,2020,Indecent exposure,6,Reported to authorities,User banned
42,Bachelor's Degree,WhatsApp,Negeri Sembilan,2021,Comments about physical appearance,11,Reported to platform,User banned
20,Bachelor's Degree,Facebook,Perlis,2019,Stalking,9,Blocked user,still continues
39,Secondary School,WhatsApp,Pahang,2021,Offensive name-calling,10,Ignored,User banned
24,No Formal Education,Facebook,Sabah,2020,Stalking,6,Reported to authorities,No action
45,Bachelor's Degree,Twitter,Selangor,2018,Requests for sex,10,Reported to platform,Warning issued
44,High School,TikTok,Penang,2019,Spreading sexual rumours,5,Blocked user,Warning issued
36,Secondary School,Facebook,Kelantan,2021,Sharing explicit images without consent,9,Reported to authorities,Warning issued
41,High School,Twitter,Johor,2020,Offensive name-calling,11,Reported to authorities,Warning issued
44,Certification course,Bumble,Kelantan,2022,Threat,1,Ignored,Warning issued
27,No Formal Education,Facebook,Selangor,2019,Threat,11,Blocked user,No action
39,Secondary School,Twitter,Perak,2019,Stalking,3,Ignored,still continues
45,Certification course,Instagram,Terengganu,2021,Comments about physical appearance,4,Reported to platform,still continues
29,Diploma,Instagram,Johor,2018,discussing their own sex life,6,Reported to platform,Warning issued
39,No Formal Education,TikTok,Negeri Sembilan,2019,Offensive name-calling,6,Blocked user,Warning issued
29,Certification course,TikTok,Negeri Sembilan,2021,Sexual photos,6,Ignored,Warning issued
25,Diploma,Other,Sabah,2020,Comments about physical appearance,11,Ignored,User banned
43,Diploma,Other,Perak,2022,Be mindful of sharing personal information,10,Blocked user,Warning issued
29,Secondary School,Facebook,Perlis,2020,Spreading sexual rumours,10,Reported to platform,User banned
44,No Formal Education,Bumble,Pahang,2021,Offensive name-calling,2,Reported to platform,User banned
43,Secondary School,WhatsApp,Negeri Sembilan,2019,Making sexual jokes,1,Reported to authorities,No action
36,High School,Instagram,Kelantan,2022,Be mindful of sharing personal information,11,Reported to platform,User banned
18,Diploma,TikTok,Kedah,2020,Sexual photos,9,Blocked user,Warning issued
29,High School,Other,Kuala Lumpur,2022,Sexting,4,Reported to platform,No action
37,High School,Bumble,Melaka,2019,Sexting,8,Reported to authorities,User banned
27,Diploma,Facebook,Pahang,2020,Unwanted flirting,9,Reported to authorities,No action
41,Certification course,Twitter,Negeri Sembilan,2022,Stalking,7,Ignored,still continues
39,Certification course,WhatsApp,Selangor,2019,Offensive name-calling,8,Blocked user,No action
42,Secondary School,Tinder,Kelantan,2022,Making sexual jokes,9,Blocked user,User banned
34,Certification course,TikTok,Kedah,2021,Threat,11,Reported to authorities,User banned
41,Bachelor's Degree,Facebook,Kedah,2022,discussing their own sex life,9,Reported to platform,Warning issued
33,Diploma,WhatsApp,Johor,2019,Comments about physical appearance,11,Reported to platform,User banned
25,High School,Bumble,Negeri Sembilan,2022,Sexual photos,11,Blocked user,User banned
22,Secondary School,WhatsApp,Penang,2022,Comments about physical appearance,12,Reported to platform,Warning issued
18,Secondary School,TikTok,Sabah,2020,Sexual photos,7,Reported to authorities,still continues
21,Diploma,Bumble,Johor,2022,Requests for sex,11,Ignored,No action
33,Secondary School,Other,Sarawak,2018,Threat,4,Blocked user,No action
36,High School,Twitter,Sabah,2021,Sexting,12,Reported to platform,User banned
45,Certification course,Tinder,Kedah,2019,Stalking,9,Blocked user,User banned
24,No Formal Education,Bumble,Selangor,2020,Sexting,1,Reported to platform,still continues
31,Diploma,Bumble,Perak,2018,Sharing explicit images without consent,7,Reported to platform,Warning issued
45,Diploma,TikTok,Perak,2019,Making sexual jokes,6,Reported to platform,No action
36,Secondary School,Instagram,Johor,2022,Indecent exposure,10,Blocked user,No action
22,Secondary School,TikTok,Johor,2021,Threat,5,Reported to platform,still continues
23,Secondary School,Other,Penang,2020,Spreading sexual rumours,8,Reported to authorities,No action
27,Certification course,Bumble,Sarawak,2021,Sexual photos,10,Reported to authorities,User banned
34,Bachelor's Degree,Other,Sarawak,2020,Making sexual jokes,6,Reported to platform,still continues
40,No Formal Education,Bumble,Perak,2018,discussing their own sex life,10,Reported to authorities,User banned
26,Diploma,Instagram,Selangor,2020,Sexual photos,9,Reported to authorities,No action
40,No Formal Education,Tinder,Selangor,2021,Requests for sex,12,Reported to platform,Warning issued
45,Diploma,Tinder,Selangor,2021,Indecent exposure,10,Ignored,No action
35,No Formal Education,WhatsApp,Sabah,2020,discussing their own sex life,10,Reported to authorities,still continues
28,High School,Bumble,Kuala Lumpur,2021,Be mindful of sharing personal information,12,Reported to platform,still continues
43,High School,Twitter,Negeri Sembilan,2018,Spreading sexual rumours,11,Reported to authorities,User banned
32,Secondary School,Twitter,Perlis,2019,discussing their own sex life,6,Ignored,No action
45,Certification course,Twitter,Kelantan,2019,Indecent exposure,4,Ignored,No action
25,Certification course,Other,Johor,2021,Making sexual jokes,8,Ignored,No action
28,High School,Instagram,Perlis,2022,Threat,3,Blocked user,still continues
40,Certification course,Tinder,Terengganu,2022,Spreading sexual rumours,5,Reported to authorities,still continues
24,Diploma,Facebook,Johor,2022,Indecent exposure,9,Blocked user,Warning issued
42,No Formal Education,TikTok,Negeri Sembilan,2018,Spreading sexual rumours,1,Reported to platform,No action
43,No Formal Education,WhatsApp,Terengganu,2020,Requests for sex,3,Reported to platform,No action
20,Bachelor's Degree,Tinder,Perak,2020,Requests for sex,9,Reported to platform,Warning issued
33,Certification course,Tinder,Penang,2018,Sharing explicit images without consent,2,Ignored,still continues
21,Secondary School,Other,Sabah,2018,Sexting,7,Ignored,still continues
37,No Formal Education,Bumble,Penang,2019,Sharing explicit images without consent,1,Reported to authorities,still continues
21,Certification course,Tinder,Pahang,2021,Be mindful of sharing personal information,6,Reported to authorities,Warning issued
18,No Formal Education,Facebook,Sarawak,2020,Making sexual jokes,10,Ignored,User banned
40,High School,Other,Negeri Sembilan,2020,Making sexual jokes,10,Blocked user,No action
35,High School,WhatsApp,Penang,2018,Threat,7,Reported to platform,User banned
29,Bachelor's Degree,Bumble,Pahang,2020,Sexual photos,4,Ignored,User banned
41,High School,WhatsApp,Pahang,2018,Offensive name-calling,5,Blocked user,Warning issued
40,Diploma,Twitter,Melaka,2019,Stalking,5,Ignored,No action
34,No Formal Education,WhatsApp,Kedah,2019,Be mindful of sharing personal information,1,Reported to authorities,still continues
45,Diploma,Tinder,Kelantan,2022,Sharing explicit images without consent,9,Reported to authorities,still continues
37,Secondary School,Other,Terengganu,2019,Making sexual jokes,9,Reported to authorities,No action
23,Secondary School,Other,Kedah,2020,Sharing explicit images without consent,10,Blocked user,Warning issued
32,Secondary School,Instagram,Terengganu,2022,Requests for sex,12,Reported to authorities,Warning issued
39,Diploma,Bumble,Pahang,2020,discussing their own sex life,1,Blocked user,Warning issued
39,Bachelor's Degree,Twitter,Perak,2018,Indecent exposure,8,Reported to authorities,Warning issued
34,No Formal Education,Instagram,Sabah,2022,Be mindful of sharing personal information,3,Blocked user,No action
22,Certification course,TikTok,Melaka,2020,Indecent exposure,10,Blocked user,still continues
25,Secondary School,TikTok,Negeri Sembilan,2022,Spreading sexual rumours,7,Ignored,still continues
31,Secondary School,WhatsApp,Kedah,2019,Threat,10,Ignored,still continues
24,No Formal Education,Tinder,Pahang,2018,Threat,8,Reported to authorities,Warning issued
42,No Formal Education,Twitter,Selangor,2018,Unwanted flirting,12,Reported to platform,Warning issued
33,No Formal Education,Bumble,Negeri Sembilan,2019,Comments about physical appearance,11,Ignored,Warning issued
35,Diploma,Other,Kuala Lumpur,2018,Spreading sexual rumours,5,Ignored,still continues
22,Diploma,TikTok,Kuala Lumpur,2021,Be mindful of sharing personal information,1,Ignored,Warning issued
34,Bachelor's Degree,TikTok,Perak,2020,Comments about physical appearance,10,Reported to authorities,User banned
30,No Formal Education,Twitter,Kuala Lumpur,2022,Comments about physical appearance,9,Reported to authorities,Warning issued
26,No Formal Education,Twitter,Perak,2019,Sexting,1,Blocked user,Warning issued
41,High School,Instagram,Negeri Sembilan,2022,discussing their own sex life,7,Reported to platform,Warning issued
18,Secondary School,Twitter,Terengganu,2021,Requests for sex,9,Blocked user,User banned
32,Secondary School,TikTok,Pahang,2021,Making sexual jokes,8,Ignored,Warning issued
32,No Formal Education,WhatsApp,Negeri Sembilan,2018,discussing their own sex life,12,Ignored,Warning issued
20,Certification course,Twitter,Negeri Sembilan,2021,Spreading sexual rumours,10,Reported to authorities,No action
39,No Formal Education,Twitter,Penang,2019,Sexual photos,12,Ignored,No action
29,Bachelor's Degree,Twitter,Pahang,2020,Offensive name-calling,3,Reported to platform,No action
42,Secondary School,Twitter,Kuala Lumpur,2020,Making sexual jokes,5,Ignored,No action
29,Diploma,WhatsApp,Penang,2019,Spreading sexual rumours,12,Reported to platform,No action
27,Bachelor's Degree,Other,Johor,2018,Sharing explicit images without consent,8,Blocked user,still continues
20,High School,WhatsApp,Negeri Sembilan,2018,Sharing explicit images without consent,4,Blocked user,Warning issued
42,High School,Tinder,Kuala Lumpur,2022,Unwanted flirting,4,Reported to authorities,No action
18,No Formal Education,Twitter,Sarawak,2020,Stalking,9,Blocked user,User banned
32,Secondary School,Tinder,Negeri Sembilan,2020,Sexual photos,10,Ignored,No action
40,Secondary School,Twitter,Terengganu,2021,discussing their own sex life,10,Reported to authorities,still continues
26,Secondary School,Other,Kuala Lumpur,2022,Making sexual jokes,4,Blocked user,still continues
33,Diploma,Facebook,Sarawak,2022,Threat,12,Reported to authorities,User banned
41,High School,Tinder,Perak,2020,discussing their own sex life,9,Reported to platform,User banned
42,Diploma,Tinder,Sarawak,2019,Sharing explicit images without consent,2,Blocked user,Warning issued
34,Certification course,Twitter,Kuala Lumpur,2022,Indecent exposure,7,Blocked user,No action
37,Certification course,Facebook,Terengganu,2018,Stalking,10,Blocked user,Warning issued
44,Bachelor's Degree,Tinder,Melaka,2019,Threat,11,Blocked user,No action
20,High School,Tinder,Johor,2019,Making sexual jokes,5,Reported to authorities,Warning issued
31,Diploma,Other,Johor,2022,Unwanted flirting,6,Blocked user,still continues
42,Bachelor's Degree,Instagram,Penang,2021,Spreading sexual rumours,11,Ignored,No action
41,Diploma,Tinder,Johor,2019,Sharing explicit images without consent,2,Reported to platform,User banned
34,No Formal Education,Tinder,Kedah,2020,discussing their own sex life,3,Reported to authorities,User banned
20,Diploma,Facebook,Terengganu,2019,Stalking,10,Blocked user,still continues
23,Bachelor's Degree,WhatsApp,Penang,2021,Indecent exposure,9,Reported to authorities,User banned
19,Certification course,Tinder,Selangor,2020,Requests for sex,8,Blocked user,Warning issued
45,No Formal Education,Other,Kuala Lumpur,2019,Threat,1,Reported to platform,still continues
29,High School,TikTok,Kuala Lumpur,2018,Unwanted flirting,1,Reported to authorities,No action
39,Certification course,Bumble,Terengganu,2022,Sharing explicit images without consent,1,Reported to platform,No action
40,Certification course,Tinder,Sarawak,2021,Spreading sexual rumours,2,Reported to platform,still continues
27,Secondary School,Tinder,Penang,2020,Threat,8,Reported to platform,Warning issued
23,No Formal Education,Twitter,Melaka,2018,Comments about physical appearance,9,Ignored,still continues
45,No Formal Education,Instagram,Kuala Lumpur,2019,Be mindful of sharing personal information,2,Reported to authorities,Warning issued
24,Diploma,TikTok,Kuala Lumpur,2018,Stalking,11,Ignored,Warning issued
18,Secondary School,Twitter,Terengganu,2021,Comments about physical appearance,6,Blocked user,Warning issued
38,Certification course,Twitter,Penang,2020,Offensive name-calling,12,Reported to authorities,No action
20,Secondary School,Twitter,Penang,2022,Spreading sexual rumours,12,Reported to platform,still continues
41,High School,Tinder,Penang,2021,Sexting,5,Ignored,still continues
34,Bachelor's Degree,Facebook,Negeri Sembilan,2021,Offensive name-calling,2,Reported to platform,No action
42,Bachelor's Degree,Tinder,Johor,2018,Requests for sex,1,Blocked user,Warning issued
39,Certification course,Bumble,Johor,2019,Spreading sexual rumours,3,Ignored,User banned
18,Secondary School,Tinder,Terengganu,2021,Spreading sexual rumours,6,Ignored,User banned
41,High School,Twitter,Negeri Sembilan,2020,Sexting,3,Ignored,Warning issued
41,No Formal Education,Other,Kuala Lumpur,2021,Stalking,12,Reported to authorities,still continues
32,Bachelor's Degree,Twitter,Selangor,2020,Indecent exposure,5,Ignored,User banned
24,Diploma,Twitter,Negeri Sembilan,2018,Sexual photos,12,Blocked user,Warning issued
36,Bachelor's Degree,Tinder,Pahang,2019,Sexual photos,7,Reported to platform,No action
19,No Formal Education,Facebook,Kelantan,2021,Sharing explicit images without consent,6,Ignored,No action
34,Diploma,Other,Pahang,2021,Stalking,10,Reported to platform,No action
36,Secondary School,Tinder,Perlis,2019,discussing their own sex life,6,Ignored,No action
45,No Formal Education,Tinder,Sabah,2021,Unwanted flirting,12,Reported to platform,No action
37,Secondary School,Other,Sabah,2020,Be mindful of sharing personal information,10,Reported to authorities,User banned
26,Secondary School,Instagram,Johor,2020,discussing their own sex life,12,Reported to authorities,Warning issued
18,High School,Facebook,Terengganu,2022,Requests for sex,7,Ignored,still continues
26,Certification course,WhatsApp,Terengganu,2022,Be mindful of sharing personal information,10,Reported to platform,Warning issued
27,Certification course,Other,Perak,2018,Comments about physical appearance,6,Reported to authorities,still continues
32,Certification course,Twitter,Perak,2020,Making sexual jokes,10,Reported to platform,still continues
44,No Formal Education,Twitter,Johor,2019,Requests for sex,9,Reported to authorities,User banned
44,Diploma,Instagram,Melaka,2018,Indecent exposure,10,Ignored,Warning issued
42,Bachelor's Degree,Facebook,Sarawak,2020,discussing their own sex life,1,Reported to platform,Warning issued
39,Secondary School,Other,Perak,2021,Sharing explicit images without consent,1,Blocked user,still continues
32,Bachelor's Degree,TikTok,Kedah,2020,Spreading sexual rumours,3,Ignored,Warning issued
20,High School,Other,Terengganu,2022,Threat,10,Ignored,Warning issued
26,No Formal Education,Other,Melaka,2022,Comments about physical appearance,11,Ignored,No action
43,Bachelor's Degree,Instagram,Selangor,2019,Making sexual jokes,4,Reported to authorities,Warning issued
24,Certification course,TikTok,Pahang,2018,Offensive name-calling,4,Reported to authorities,Warning issued
44,Certification course,WhatsApp,Selangor,2018,Sexual photos,10,Reported to platform,still continues
18,Bachelor's Degree,Bumble,Perlis,2018,Spreading sexual rumours,4,Blocked user,Warning issued
21,Bachelor's Degree,Twitter,Penang,2021,Requests for sex,4,Blocked user,User banned
38,Certification course,Facebook,Selangor,2021,Sexting,1,Blocked user,still continues
25,Bachelor's Degree,Instagram,Melaka,2019,discussing their own sex life,6,Reported to platform,Warning issued
37,Diploma,Instagram,Melaka,2019,Indecent exposure,7,Blocked user,Warning issued
30,No Formal Education,Tinder,Sarawak,2020,Offensive name-calling,12,Reported to platform,No action
20,No Formal Education,TikTok,Sarawak,2018,Threat,12,Reported to authorities,still continues
40,No Formal Education,Instagram,Melaka,2021,Threat,2,Reported to platform,User banned
40,No Formal Education,Other,Perak,2021,Sexual photos,5,Reported to authorities,No action
22,Certification course,Other,Kelantan,2019,Comments about physical appearance,10,Ignored,still continues
42,Bachelor's Degree,Tinder,Penang,2021,Be mindful of sharing personal information,3,Reported to authorities,No action
21,Bachelor's Degree,Instagram,Penang,2020,discussing their own sex life,10,Reported to platform,User banned
19,Certification course,TikTok,Negeri Sembilan,2021,Making sexual jokes,5,Blocked user,Warning issued
42,Diploma,WhatsApp,Terengganu,2018,Unwanted flirting,2,Reported to platform,User banned
20,Bachelor's Degree,Other,Melaka,2021,Indecent exposure,9,Reported to platform,User banned
20,Secondary School,Tinder,Melaka,2019,Stalking,10,Reported to platform,No action
42,No Formal Education,Instagram,Kelantan,2021,discussing their own sex life,3,Ignored,User banned
27,High School,TikTok,Johor,2021,discussing their own sex life,7,Blocked user,still continues
20,Secondary School,WhatsApp,Negeri Sembilan,2022,Sharing explicit images without consent,2,Ignored,No action
34,High School,Other,Sarawak,2019,Sharing explicit images without consent,5,Reported to platform,No action
19,Bachelor's Degree,Twitter,Sabah,2020,Comments about physical appearance,9,Reported to authorities,User banned
21,High School,Other,Perak,2022,Making sexual jokes,4,Reported to platform,User banned
42,Bachelor's Degree,Facebook,Kuala Lumpur,2020,Unwanted flirting,12,Reported to authorities,still continues
25,No Formal Education,Facebook,Penang,2021,Stalking,12,Ignored,User banned
45,No Formal Education,Bumble,Penang,2020,Offensive name-calling,8,Reported to platform,User banned
36,Diploma,TikTok,Terengganu,2019,Sexual photos,12,Reported to platform,User banned
44,Diploma,Tinder,Perlis,2019,Comments about physical appearance,8,Reported to authorities,User banned
37,No Formal Education,Tinder,Terengganu,2022,Sexual photos,3,Blocked user,Warning issued
34,Certification course,Bumble,Johor,2022,Requests for sex,7,Ignored,User banned
42,Secondary School,Tinder,Kuala Lumpur,2022,Unwanted flirting,11,Reported to authorities,Warning issued
24,No Formal Education,TikTok,Kedah,2018,Indecent exposure,12,Ignored,Warning issued
34,No Formal Education,Tinder,Kelantan,2019,Offensive name-calling,7,Reported to platform,No action
43,Diploma,TikTok,Johor,2019,Unwanted flirting,3,Ignored,User banned
25,High School,Twitter,Perlis,2020,Spreading sexual rumours,10,Reported to authorities,No action
27,High School,WhatsApp,Melaka,2022,Stalking,11,Blocked user,still continues
28,Certification course,Twitter,Terengganu,2021,Spreading sexual rumours,11,Ignored,User banned
44,Certification course,Tinder,Terengganu,2021,Threat,2,Reported to platform,User banned
36,High School,Tinder,Terengganu,2019,Requests for sex,10,Reported to authorities,still continues
43,High School,Bumble,Sabah,2020,Stalking,7,Ignored,User banned
45,No Formal Education,Tinder,Melaka,2020,Be mindful of sharing personal information,8,Reported to authorities,User banned
41,Secondary School,Tinder,Terengganu,2019,Spreading sexual rumours,6,Reported to authorities,Warning issued
44,High School,Other,Selangor,2019,Requests for sex,7,Reported to authorities,No action
26,No Formal Education,Bumble,Melaka,2019,Stalking,6,Ignored,No action
45,High School,Other,Selangor,2018,Be mindful of sharing personal information,12,Ignored,No action
45,High School,Tinder,Kedah,2021,Making sexual jokes,3,Reported to authorities,User banned
30,Secondary School,Tinder,Penang,2019,Unwanted flirting,4,Reported to platform,still continues
42,Secondary School,Twitter,Kedah,2019,Stalking,2,Blocked user,still continues
39,No Formal Education,WhatsApp,Sarawak,2018,Indecent exposure,4,Reported to authorities,User banned
34,Diploma,Facebook,Terengganu,2019,Indecent exposure,8,Ignored,User banned
23,No Formal Education,Facebook,Kedah,2020,Indecent exposure,7,Reported to platform,still continues
21,Bachelor's Degree,Twitter,Kuala Lumpur,2022,discussing their own sex life,12,Blocked user,No action
40,High School,Facebook,Sabah,2019,Offensive name-calling,5,Reported to platform,No action
28,Bachelor's Degree,WhatsApp,Pahang,2019,Unwanted flirting,11,Reported to authorities,User banned
18,Secondary School,Other,Kedah,2020,Unwanted flirting,12,Reported to platform,User banned
32,No Formal Education,WhatsApp,Perak,2021,Requests for sex,6,Reported to platform,User banned
27,Secondary School,TikTok,Kedah,2019,Sexual photos,1,Reported to authorities,No action
35,High School,Tinder,Penang,2019,discussing their own sex life,5,Reported to platform,Warning issued
38,High School,TikTok,Sarawak,2022,Stalking,10,Reported to authorities,Warning issued
21,Secondary School,Twitter,Pahang,2020,Requests for sex,11,Reported to authorities,still continues
21,Bachelor's Degree,Other,Melaka,2019,Making sexual jokes,6,Reported to platform,No action
18,Certification course,Instagram,Johor,2022,Sharing explicit images without consent,3,Blocked user,Warning issued
19,Diploma,TikTok,Kuala Lumpur,2018,Spreading sexual rumours,5,Reported to platform,still continues
18,High School,Twitter,Kedah,2018,Threat,1,Ignored,No action
39,Diploma,Facebook,Kuala Lumpur,2020,Spreading sexual rumours,3,Reported to platform,No action
21,Secondary School,Instagram,Kedah,2022,Sexual photos,9,Reported to authorities,still continues
34,No Formal Education,Other,Pahang,2019,Offensive name-calling,10,Reported to platform,still continues
19,Certification course,Instagram,Selangor,2020,Spreading sexual rumours,8,Reported to authorities,Warning issued
22,Secondary School,Bumble,Pahang,2021,Requests for sex,5,Blocked user,No action
25,Certification course,WhatsApp,Kelantan,2020,discussing their own sex life,2,Reported to platform,No action
43,Secondary School,Facebook,Melaka,2022,Be mindful of sharing personal information,12,Reported to platform,No action
45,No Formal Education,Tinder,Kelantan,2021,Sexual photos,9,Reported to platform,User banned
30,High School,WhatsApp,Sarawak,2018,Unwanted flirting,4,Blocked user,still continues
18,Diploma,Bumble,Negeri Sembilan,2019,Comments about physical appearance,12,Reported to platform,Warning issued
42,Diploma,TikTok,Terengganu,2019,Offensive name-calling,2,Ignored,No action
